Quantity,Card Title,Have Physical Copy,Cut,Cut Reason,Deck Rule,Rarity,MTG Edition,Mana Value,Image,Price,Rule Text
1,Cathars' Crusade,false,false,,On Theme,Rare,INR,5,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Cathars%27%20Crusade&format=image&version=normal"")",$8.07,"Whenever a creature you control enters, put a +1/+1 counter on each creature you control."
1,Clarion Spirit,true,false,,On Theme,Uncommon,PLST,2,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Clarion%20Spirit&format=image&version=normal"")",$0.20,"Whenever you cast your second spell each turn, create a 1/1 white Spirit creature token with flying."
1,Coastal Piracy,true,true,Weakest of the three attack-draw enchantments; replaced by Military Intelligence which draws whenever 2+ creatures attack — fires every combat in this wide token deck.,On Theme,Uncommon,TLE,4,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Coastal%20Piracy&format=image&version=normal"")",$0.25,"Whenever a creature you control deals combat damage to an opponent, you may draw a card."
1,Command Tower,true,false,,Lands,Common,SOC,0,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Command%20Tower&format=image&version=normal"")",$0.32,{T}: Add one mana of any color in your commander's color identity.
1,Counterspell,false,false,,Interaction,Uncommon,DSC,2,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Counterspell&format=image&version=normal"")",$3.72,Counter target spell.
1,Curious Farm Animals,true,false,,On Theme,Common,TLA,1,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Curious%20Farm%20Animals&format=image&version=normal"")",$0.19,"When this creature dies, you gain 3 life. {2}, Sacrifice this creature: Destroy up to one target artifact or enchantment."
1,Decree of Justice,true,true,"Both modes now covered — Entreat the Angels handles angels, Secure the Wastes handles instant-speed X tokens; replaced by Talrand, Sky Summoner for flying Drake generation on every instant or sorcery.",On Theme,Uncommon,MH3,4,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Decree%20of%20Justice&format=image&version=normal"")",$0.24,"Create X 4/4 white Angel creature tokens with flying. Cycling {2}{W} ({2}{W}, Discard this card: Draw a card.) When you cycle this card, you may pay {X}. If you do, create X 1/1 white Soldier creature tokens."
1,Divine Visitation,false,false,,On Theme,Mythic,TDC,5,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Divine%20Visitation&format=image&version=normal"")",$1.01,"If one or more creature tokens would be created under your control, that many 4/4 white Angel creature tokens with flying and vigilance are created instead."
1,Earth Kingdom Jailer,true,false,,Interaction,Uncommon,TLA,3,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Earth%20Kingdom%20Jailer&format=image&version=normal"")",$0.27,"When this creature enters, exile up to one target artifact, creature, or enchantment an opponent controls with mana value 3 or greater until this creature leaves the battlefield."
1,"Eluge, the Shoreless Sea",true,true,"Off-theme — makes no tokens, gives no keywords, doesn't support Waterbend; demanding {1}{U}{U}{U} cost with no payoff for the strategy; replaced by Secure the Wastes.",On Theme,Mythic,BLB,4,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Eluge%2C%20the%20Shoreless%20Sea&format=image&version=normal"")",$4.33,"Eluge's power and toughness are each equal to the number of Islands you control. Whenever Eluge enters or attacks, put a flood counter on target land. It's an Island in addition to its other types for as long as it has a flood counter on it. The first instant or sorcery spell you cast each turn costs {U} (or {1}) less to cast for each land you control with a flood counter on it."
1,Emeria Angel,true,false,,On Theme,Rare,TDC,4,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Emeria%20Angel&format=image&version=normal"")",$0.30,"Flying Landfall — Whenever a land you control enters, you may create a 1/1 white Bird creature token with flying."
1,Empyrean Eagle,true,false,,On Theme,Uncommon,FDN,3,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Empyrean%20Eagle&format=image&version=normal"")",$0.29,Flying Other creatures you control with flying get +1/+1.
1,Entreat the Angels,false,false,,On Theme,Mythic,DSC,3,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Entreat%20the%20Angels&format=image&version=normal"")",$0.39,Create X 4/4 white Angel creature tokens with flying. Miracle {X}{W}{W} (You may cast this card for its miracle cost when you draw it if it's the first card you drew this turn.)
1,Essence Scatter,true,true,Narrow creature-only counter redundant with existing removal suite; replaced by Counterspell for a hard counter with no restrictions.,On Theme,Common,SOS,2,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Essence%20Scatter&format=image&version=normal"")",$0.21,Counter target creature spell.
1,Ethereal Investigator,true,true,Clue token draw is slow and the spirit ETB is incidental; replaced by Faerie Mastermind which draws off every opponent's card draw.,On Theme,Rare,MKC,4,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Ethereal%20Investigator&format=image&version=normal"")",$0.35,"Flying When this creature enters, investigate X times, where X is the number of opponents you have. (To investigate, create a Clue token. It's an artifact with ""{2}, Sacrifice this token: Draw a card."") Whenever you draw your second card each turn, create a 1/1 white Spirit creature token with flying."
1,Everflowing Chalice,true,true,Starts at 0 useful mana and requires repeated investment to scale; replaced by Whirlwind of Thought and Alhammarret's Archive.,On Theme,Uncommon,EOC,0,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Everflowing%20Chalice&format=image&version=normal"")",$0.36,Multikicker {2} (You may pay an additional {2} any number of times as you cast this spell.) This artifact enters with a charge counter on it for each time it was kicked. {T}: Add {C} for each charge counter on this artifact.
1,Faerie Mastermind,false,false,,Card Advantage,Rare,SOC,2,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Faerie%20Mastermind&format=image&version=normal"")",$10.73,"Flash Flying Whenever an opponent draws their second card each turn, you draw a card. {3}{U}: Each player draws a card."
1,Favorable Winds,true,false,,On Theme,Uncommon,SCD,2,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Favorable%20Winds&format=image&version=normal"")",$0.28,Creatures you control with flying get +1/+1.
1,Felidar Retreat,true,false,,On Theme,Rare,FDN,4,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Felidar%20Retreat&format=image&version=normal"")",$1.17,"Landfall — Whenever a land you control enters, choose one — • Create a 2/2 white Cat Beast creature token. • Put a +1/+1 counter on each creature you control. Those creatures gain vigilance until end of turn."
1,Fell the Mighty,true,false,,Wrath,Rare,MKC,5,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Fell%20the%20Mighty&format=image&version=normal"")",$0.27,Destroy all creatures with power greater than target creature's power.
1,Fire Nation Warship,true,true,Off-theme vehicle in a Water Tribe deck; crew cost competes with Waterbend tapping.,On Theme,Uncommon,TLA,3,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Fire%20Nation%20Warship&format=image&version=normal"")",$0.17,"Reach When this Vehicle dies, create a Clue token. (It's an artifact with ""{2}, Sacrifice this token: Draw a card."") Crew 2 (Tap any number of creatures you control with total power 2 or more: This Vehicle becomes an artifact creature until end of turn.)"
1,Ghostly Prison,false,false,,Interaction,Uncommon,SOC,3,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Ghostly%20Prison&format=image&version=normal"")",$4.24,Creatures can't attack you unless their controller pays {2} for each creature they control that's attacking you.
1,Glacial Fortress,true,false,,Lands,Rare,EOC,0,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Glacial%20Fortress&format=image&version=normal"")",$0.38,This land enters tapped unless you control a Plains or an Island. {T}: Add {W} or {U}.
1,Hedron Archive,true,false,,Card Advantage,Uncommon,BLC,4,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Hedron%20Archive&format=image&version=normal"")",$0.29,"{T}: Add {C}{C}. {2}, {T}, Sacrifice this artifact: Draw two cards."
1,Idol of Oblivion,true,true,Too conditional — requires creating tokens that same turn; replaced by Smuggler's Share which draws every opponent's turn passively.,On Theme,Rare,TDC,2,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Idol%20of%20Oblivion&format=image&version=normal"")",$0.93,"{T}: Draw a card. Activate only if you created a token this turn. {8}, {T}, Sacrifice this artifact: Create a 10/10 colorless Eldrazi creature token."
1,Idyllic Beachfront,true,false,,Lands,Common,FIC,0,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Idyllic%20Beachfront&format=image&version=normal"")",$0.31,({T}: Add {W} or {U}.) This land enters tapped.
1,Inspired Insurgent,true,true,Strictly redundant with Curious Farm Animals — both sacrifice to destroy artifacts/enchantments; Curious Farm Animals is cheaper and a 1/1 for Tetsuko synergy; replaced by Rootborn Defenses.,On Theme,Common,TLE,2,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Inspired%20Insurgent&format=image&version=normal"")",$0.10,"{1}, Sacrifice this creature: Destroy target artifact or enchantment."
1,Intangible Virtue,true,false,,On Theme,Uncommon,INR,2,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Intangible%20Virtue&format=image&version=normal"")",$0.45,Creature tokens you control get +1/+1 and have vigilance.
1,Irrigated Farmland,true,false,,Lands,Rare,EOC,0,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Irrigated%20Farmland&format=image&version=normal"")",$0.23,"({T}: Add {W} or {U}.) This land enters tapped. Cycling {2} ({2}, Discard this card: Draw a card.)"
14,Island,true,false,,Lands,Common,SOS,0,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Island&format=image&version=normal"")",$0.16,({T}: Add {U}.)
1,Journey to Nowhere,true,false,,Interaction,Common,PLST,2,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Journey%20to%20Nowhere&format=image&version=normal"")",$0.19,"When this enchantment enters, exile target creature. When this enchantment leaves the battlefield, return the exiled card to the battlefield under its owner's control."
1,"Katara, Water Tribe's Hope",true,false,,On Theme,Rare,TLA,5,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Katara%2C%20Water%20Tribe%27s%20Hope&format=image&version=normal"")",$0.42,"Vigilance When Katara enters, create a 1/1 white Ally creature token. Waterbend {X}: Creatures you control have base power and toughness X/X until end of turn. X can't be 0. Activate only during your turn. (While paying a waterbend cost, you can tap your artifacts and creatures to help. Each one pays for {1}.)"
1,Keeper of the Accord,true,false,,Ramp,Rare,PIP,4,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Keeper%20of%20the%20Accord&format=image&version=normal"")",$0.43,"At the beginning of each opponent's end step, if that player controls more creatures than you, create a 1/1 white Soldier creature token. At the beginning of each opponent's end step, if that player controls more lands than you, you may search your library for a basic Plains card, put it onto the battlefield tapped, then shuffle."
1,Loyal Unicorn,true,false,,On Theme,Uncommon,CMM,4,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Loyal%20Unicorn&format=image&version=normal"")",$0.19,"Vigilance Lieutenant — At the beginning of combat on your turn, if you control your commander, prevent all combat damage that would be dealt to creatures you control this turn. Other creatures you control gain vigilance until end of turn."
1,Luminarch Ascension,true,true,Don't own physical copy ($12.70); replaced by Entreat the Angels for equivalent flying angel token generation at budget price.,On Theme,Rare,A25,2,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Luminarch%20Ascension&format=image&version=normal"")",$12.70,"At the beginning of each opponent's end step, if you didn't lose life this turn, you may put a quest counter on this enchantment. (Damage causes loss of life.) {1}{W}: Create a 4/4 white Angel creature token with flying. Activate only if this enchantment has four or more quest counters on it."
1,Military Intelligence,false,false,,Card Advantage,Uncommon,PLST,2,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Military%20Intelligence&format=image&version=normal"")",$0.36,"Whenever you attack with two or more creatures, draw a card."
1,Mind Stone,true,false,,Card Advantage,Uncommon,SOC,2,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Mind%20Stone&format=image&version=normal"")",$0.27,"{T}: Add {C}. {1}, {T}, Sacrifice this artifact: Draw a card."
1,Monastery Mentor,false,false,,On Theme,Mythic,TDC,3,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Monastery%20Mentor&format=image&version=normal"")",$0.53,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.) Whenever you cast a noncreature spell, create a 1/1 white Monk creature token with prowess."
1,Monologue Tax,false,false,,On Theme,Rare,SOC,3,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Monologue%20Tax&format=image&version=normal"")",$2.06,"Whenever an opponent casts their second spell each turn, you create a Treasure token."
1,Negate,true,false,,Interaction,Common,TMT,2,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Negate&format=image&version=normal"")",$0.09,Counter target noncreature spell.
1,North Pole Gates,true,false,,Lands,Common,TLA,0,"=IMAGE(""https://api.scryfall.com/cards/named?exact=North%20Pole%20Gates&format=image&version=normal"")",$0.22,"This land enters tapped. {T}: Add {W} or {U}. {4}, {T}, Sacrifice this land: Draw a card."
1,"Odric, Lunarch Marshal",true,false,,On Theme,Rare,INR,4,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Odric%2C%20Lunarch%20Marshal&format=image&version=normal"")",$1.11,"At the beginning of each combat, creatures you control gain first strike until end of turn if a creature you control has first strike. The same is true for flying, deathtouch, double strike, haste, hexproof, indestructible, lifelink, menace, reach, skulk, trample, and vigilance."
1,Ornithopter of Paradise,true,false,,Ramp,Common,DRC,2,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Ornithopter%20of%20Paradise&format=image&version=normal"")",$0.37,Flying {T}: Add one mana of any color.
1,Path to Exile,true,false,,Interaction,Uncommon,SOC,1,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Path%20to%20Exile&format=image&version=normal"")",$1.06,"Exile target creature. Its controller may search their library for a basic land card, put that card onto the battlefield tapped, then shuffle."
13,Plains,true,false,,Lands,Common,SOS,0,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Plains&format=image&version=normal"")",$0.60,({T}: Add {W}.)
1,Port Town,true,false,,Lands,Rare,FIC,0,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Port%20Town&format=image&version=normal"")",$0.13,"As this land enters, you may reveal a Plains or Island card from your hand. If you don't, this land enters tapped. {T}: Add {W} or {U}."
1,Prairie Stream,true,false,,Lands,Rare,FIC,0,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Prairie%20Stream&format=image&version=normal"")",$0.25,({T}: Add {W} or {U}.) This land enters tapped unless you control two or more basic lands.
1,Prava of the Steel Legion,false,false,,On Theme,Uncommon,PLST,3,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Prava%20of%20the%20Steel%20Legion&format=image&version=normal"")",$0.39,"During your turn, creature tokens you control get +1/+4. {3}{W}: Create a 1/1 white Soldier creature token. Partner (You can have two commanders if both have partner.)"
1,Precinct Captain,true,false,,On Theme,Rare,E01,2,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Precinct%20Captain&format=image&version=normal"")",$0.29,"First strike Whenever this creature deals combat damage to a player, create a 1/1 white Soldier creature token."
1,Prismatic Lens,true,true,Worst rate in the ramp package — 2 mana for 1 colorless; replaced by Monologue Tax for reactive Treasure generation.,On Theme,Uncommon,PLST,2,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Prismatic%20Lens&format=image&version=normal"")",$0.28,"{T}: Add {C}. {1}, {T}: Add one mana of any color."
1,Propaganda,false,false,,Interaction,Uncommon,FIC,3,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Propaganda&format=image&version=normal"")",$3.54,Creatures can't attack you unless their controller pays {2} for each creature they control that's attacking you.
1,Reconnaissance Mission,true,false,,Card Advantage,Uncommon,WOC,4,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Reconnaissance%20Mission&format=image&version=normal"")",$2.88,"Whenever a creature you control deals combat damage to a player, you may draw a card. Cycling {2} ({2}, Discard this card: Draw a card.)"
1,Refute,true,false,,Interaction,Common,FDN,3,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Refute&format=image&version=normal"")",$0.24,"Counter target spell. Draw a card, then discard a card."
1,Retrofitter Foundry,true,true,Niche artifact token conversion without a steady Gnome/Construct supply; replaced by Monastery Mentor for spell-triggered token generation.,On Theme,Rare,DRC,1,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Retrofitter%20Foundry&format=image&version=normal"")",$0.32,"{3}: Untap this artifact. {2}, {T}: Create a 1/1 colorless Servo artifact creature token. {1}, {T}, Sacrifice a Servo: Create a 1/1 colorless Thopter artifact creature token with flying. {T}, Sacrifice a Thopter: Create a 4/4 colorless Construct artifact creature token."
1,Rhystic Study,false,true,Don't own physical copy ($60+); replaced by Teferi's Ageless Insight which doubles all non-first draws for $3 vs $11 Archive.,On Theme,Rare,J22,3,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Rhystic%20Study&format=image&version=normal"")",$69.05,"Whenever an opponent casts a spell, you may draw a card unless that player pays {1}."
1,Rootborn Defenses,false,false,,On Theme,Common,CLU,3,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Rootborn%20Defenses&format=image&version=normal"")",$0.24,"Populate. Creatures you control gain indestructible until end of turn. (To populate, create a token that's a copy of a creature token you control.)"
1,Secure the Wastes,false,false,,On Theme,Rare,PIP,1,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Secure%20the%20Wastes&format=image&version=normal"")",$4.26,Create X 1/1 white Warrior creature tokens.
1,Skeleton Key,true,true,Skulk and loot are useful early but become marginal once the board is established; replaced by Prava of the Steel Legion for reactive blocking token generation.,On Theme,Uncommon,SOI,1,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Skeleton%20Key&format=image&version=normal"")",$0.29,"Equipped creature has skulk. (It can't be blocked by creatures with greater power.) Whenever equipped creature deals combat damage to a player, you may draw a card. If you do, discard a card. Equip {2}"
1,Skullclamp,false,false,,Card Advantage,Uncommon,FIC,1,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Skullclamp&format=image&version=normal"")",$6.24,"Equipped creature gets +1/-1. Whenever equipped creature dies, draw two cards. Equip {1}"
1,Skycat Sovereign,true,false,,On Theme,Rare,SCD,2,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Skycat%20Sovereign&format=image&version=normal"")",$0.23,Flying This creature gets +1/+1 for each other creature you control with flying. {2}{W}{U}: Create a 1/1 white Cat Bird creature token with flying.
1,Skycloud Expanse,true,false,,Lands,Rare,EOC,0,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Skycloud%20Expanse&format=image&version=normal"")",$0.25,"{1}, {T}: Add {W}{U}."
1,Smuggler's Share,false,false,,Card Advantage,Rare,MKC,3,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Smuggler%27s%20Share&format=image&version=normal"")",$9.21,"At the beginning of each end step, draw a card for each opponent who drew two or more cards this turn, then create a Treasure token for each opponent who had two or more lands enter the battlefield under their control this turn."
1,Sol Ring,true,false,,Ramp,Uncommon,SOC,1,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Sol%20Ring&format=image&version=normal"")",$1.22,{T}: Add {C}{C}.
1,Storm Herd,true,false,,On Theme,Rare,PLST,10,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Storm%20Herd&format=image&version=normal"")",$2.71,"Create X 1/1 white Pegasus creature tokens with flying, where X is your life total."
1,Stormbeacon Blade,true,false,,On Theme,Uncommon,TDM,2,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Stormbeacon%20Blade&format=image&version=normal"")",$0.23,"Equipped creature gets +3/+0. Whenever equipped creature attacks, draw a card if you control three or more attacking creatures. Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)"
1,Stroke of Midnight,true,false,,Interaction,Uncommon,TDC,3,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Stroke%20of%20Midnight&format=image&version=normal"")",$0.36,Destroy target nonland permanent. Its controller creates a 1/1 white Human creature token.
1,Swiftfoot Boots,true,false,,On Theme,Uncommon,FIC,2,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Swiftfoot%20Boots&format=image&version=normal"")",$1.90,Equipped creature has hexproof and haste. (It can't be the target of spells or abilities your opponents control. It can attack and {T} no matter when it came under your control.) Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)
1,Talisman of Progress,true,false,,Ramp,Uncommon,FIC,2,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Talisman%20of%20Progress&format=image&version=normal"")",$0.35,{T}: Add {C}. {T}: Add {W} or {U}. This artifact deals 1 damage to you.
1,"Talrand, Sky Summoner",false,false,,On Theme,Rare,OTC,4,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Talrand%2C%20Sky%20Summoner&format=image&version=normal"")",$0.81,"Whenever you cast an instant or sorcery spell, create a 2/2 blue Drake creature token with flying."
1,Team Avatar,true,true,Attack-alone condition directly contradicts the go-wide strategy; never want to attack with a single creature in this deck.,On Theme,Uncommon,TLA,3,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Team%20Avatar&format=image&version=normal"")",$0.14,"Whenever a creature you control attacks alone, it gets +X/+X until end of turn, where X is the number of creatures you control. {2}{W}, Discard this card: It deals damage equal to the number of creatures you control to target creature."
1,Teferi's Ageless Insight,false,false,,Card Advantage,Rare,J25,4,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Teferi%27s%20Ageless%20Insight&format=image&version=normal"")",$4.75,"If you would draw a card except the first one you draw in each of your draw steps, draw two cards instead."
1,Temple of Enlightenment,true,false,,Lands,Rare,EOC,0,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Temple%20of%20Enlightenment&format=image&version=normal"")",$0.29,"This land enters tapped. When this land enters, scry 1. (Look at the top card of your library. You may put that card on the bottom.) {T}: Add {W} or {U}."
1,"Tetsuko Umezawa, Fugitive",true,false,,On Theme,Uncommon,BLC,2,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Tetsuko%20Umezawa%2C%20Fugitive&format=image&version=normal"")",$0.29,Creatures you control with power or toughness 1 or less can't be blocked.
1,The Battle of Bywater,true,false,,Wrath,Rare,LTR,3,"=IMAGE(""https://api.scryfall.com/cards/named?exact=The%20Battle%20of%20Bywater&format=image&version=normal"")",$3.52,"Destroy all creatures with power 3 or greater. Then create a Food token for each creature you control. (It's an artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life."")"
1,The Walls of Ba Sing Se,true,false,,On Theme,Mythic,TLA,8,"=IMAGE(""https://api.scryfall.com/cards/named?exact=The%20Walls%20of%20Ba%20Sing%20Se&format=image&version=normal"")",$24.11,Defender Other permanents you control have indestructible.
1,Thought Vessel,true,false,,Ramp,Common,FIC,2,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Thought%20Vessel&format=image&version=normal"")",$2.33,You have no maximum hand size. {T}: Add {C}.
1,Threefold Thunderhulk,true,true,7 CMC for a 3/3 that makes 3 gnome tokens on entry — doesn't meet the dramatic impact bar at that cost; replaced by Cathars' Crusade for permanent board growth.,On Theme,Rare,EOC,7,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Threefold%20Thunderhulk&format=image&version=normal"")",$0.31,"This creature enters with three +1/+1 counters on it. Whenever this creature enters or attacks, create a number of 1/1 colorless Gnome artifact creature tokens equal to its power. {2}, Sacrifice another artifact: Put a +1/+1 counter on this creature."
1,Thriving Heath,true,false,,Lands,Common,ECC,0,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Thriving%20Heath&format=image&version=normal"")",$0.23,"This land enters tapped. As it enters, choose a color other than white. {T}: Add {W} or one mana of the chosen color."
1,Thriving Isle,true,false,,Lands,Common,TMC,0,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Thriving%20Isle&format=image&version=normal"")",$0.27,"This land enters tapped. As it enters, choose a color other than blue. {T}: Add {U} or one mana of the chosen color."
1,Tocasia's Welcome,true,false,,Card Advantage,Rare,SOC,3,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Tocasia%27s%20Welcome&format=image&version=normal"")",$0.66,"Whenever one or more creatures you control with mana value 3 or less enter, draw a card. This ability triggers only once each turn."
1,Uneasy Alliance,true,true,Weakest interaction piece — pacifism with an awkward {5} exile upgrade; replaced by Ghostly Prison to tax all attackers.,On Theme,Common,TMT,2,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Uneasy%20Alliance&format=image&version=normal"")",$0.11,"Enchant creature Enchanted creature can't attack or block. {5}, Sacrifice this Aura: Exile enchanted creature. You create a 1/1 black Ninja creature token. Activate only as a sorcery."
1,Wayfarer's Bauble,true,false,,Ramp,Common,FIC,1,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Wayfarer%27s%20Bauble&format=image&version=normal"")",$0.24,"{2}, {T}, Sacrifice this artifact: Search your library for a basic land card, put that card onto the battlefield tapped, then shuffle."
1,Welcoming Vampire,true,false,,Card Advantage,Rare,TDC,3,"=IMAGE(""https://api.scryfall.com/cards/named?exact=Welcoming%20Vampire&format=image&version=normal"")",$2.98,"Flying Whenever one or more other creatures you control with power 2 or less enter, draw a card. This ability triggers only once each turn."
